Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,384702.63
Extraction Timestamp,20250727_170920
Monthly Income,"12,000.00"
Total Investment Amount,"972,854.47"
Total Investment Final Value,"1,772,481.73"
Total Investment Profit After Tax,"401,979.07"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"7,425.84"
Weighted Cost (should be ~0),-0.56
Weighted Investment Profit,"475,144.97"
Weighted Calculation Converged,Yes
