Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,658013.12
Extraction Timestamp,20250729_040607
Monthly Income,"12,000.00"
Total Investment Amount,"1,666,563.55"
Total Investment Final Value,"7,258,295.61"
Total Investment Profit After Tax,"3,173,638.59"
Effective Annual Return After Tax,4.48%
Weighted Monthly Payment (30 years),"8,085.83"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"1,655,035.80"
Weighted Calculation Converged,Yes
