Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),108
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,164946.08
Extraction Timestamp,20250727_225330
Monthly Income,"12,000.00"
Total Investment Amount,"75,830.73"
Total Investment Final Value,"91,863.61"
Total Investment Profit After Tax,"7,342.09"
Effective Annual Return After Tax,1.85%
Weighted Monthly Payment (30 years),"7,909.00"
Weighted Cost (should be ~0),-0.38
Weighted Investment Profit,"221,442.14"
Weighted Calculation Converged,Yes
