Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,634651.02
Extraction Timestamp,20250728_105120
Monthly Income,"12,000.00"
Total Investment Amount,"1,388,430.80"
Total Investment Final Value,"3,059,653.38"
Total Investment Profit After Tax,"873,930.78"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"8,114.36"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"779,569.42"
Weighted Calculation Converged,Yes
