Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,166655.67
Extraction Timestamp,20250727_191029
Monthly Income,"12,000.00"
Total Investment Amount,"118,161.14"
Total Investment Final Value,"173,522.37"
Total Investment Profit After Tax,"26,379.25"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"8,209.84"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"321,839.70"
Weighted Calculation Converged,Yes
