Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),348
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,875270.62
Extraction Timestamp,20250727_184927
Monthly Income,"12,000.00"
Total Investment Amount,"1,757,384.36"
Total Investment Final Value,"5,742,014.01"
Total Investment Profit After Tax,"2,216,956.79"
Effective Annual Return After Tax,3.67%
Weighted Monthly Payment (30 years),"9,048.44"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"1,418,615.63"
Weighted Calculation Converged,Yes
