Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,376308.75
Extraction Timestamp,20250727_224441
Monthly Income,"12,000.00"
Total Investment Amount,"1,396,263.98"
Total Investment Final Value,"2,932,281.45"
Total Investment Profit After Tax,"793,332.23"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"6,772.49"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"483,735.73"
Weighted Calculation Converged,Yes
