Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,372446.94
Extraction Timestamp,20250727_164156
Monthly Income,"12,000.00"
Total Investment Amount,"638,797.41"
Total Investment Final Value,"1,077,179.65"
Total Investment Profit After Tax,"216,771.08"
Effective Annual Return After Tax,3.07%
Weighted Monthly Payment (30 years),"8,112.17"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"521,203.40"
Weighted Calculation Converged,Yes
