Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,299692.56
Extraction Timestamp,20250727_193315
Monthly Income,"12,000.00"
Total Investment Amount,"511,003.80"
Total Investment Final Value,"949,043.65"
Total Investment Profit After Tax,"218,878.57"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"8,553.83"
Weighted Cost (should be ~0),-0.69
Weighted Investment Profit,"648,995.51"
Weighted Calculation Converged,Yes
