Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),252
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,493940.78
Extraction Timestamp,20250727_160910
Monthly Income,"12,000.00"
Total Investment Amount,"1,135,892.02"
Total Investment Final Value,"2,620,519.58"
Total Investment Profit After Tax,"777,348.21"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"8,367.01"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"888,107.86"
Weighted Calculation Converged,Yes
