Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,153861.47
Extraction Timestamp,20250727_194633
Monthly Income,"12,000.00"
Total Investment Amount,"649,812.60"
Total Investment Final Value,"1,042,811.03"
Total Investment Profit After Tax,"191,615.09"
Effective Annual Return After Tax,3.20%
Weighted Monthly Payment (30 years),"6,690.83"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"222,186.86"
Weighted Calculation Converged,Yes
