Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,441388.45
Extraction Timestamp,20250727_190104
Monthly Income,"12,000.00"
Total Investment Amount,"2,108,428.14"
Total Investment Final Value,"7,887,734.67"
Total Investment Profit After Tax,"3,255,763.87"
Effective Annual Return After Tax,3.98%
Weighted Monthly Payment (30 years),"7,169.49"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"1,211,572.20"
Weighted Calculation Converged,Yes
