Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,354211.86
Extraction Timestamp,20250727_152307
Monthly Income,"12,000.00"
Total Investment Amount,"1,076,284.09"
Total Investment Final Value,"2,467,202.37"
Total Investment Profit After Tax,"724,549.67"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"7,968.19"
Weighted Cost (should be ~0),-0.60
Weighted Investment Profit,"803,715.31"
Weighted Calculation Converged,Yes
