Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),240
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,757589.73
Extraction Timestamp,20250728_000550
Monthly Income,"12,000.00"
Total Investment Amount,"623,322.73"
Total Investment Final Value,"1,372,962.88"
Total Investment Profit After Tax,"389,819.12"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"10,640.93"
Weighted Cost (should be ~0),-0.33
Weighted Investment Profit,"1,256,676.94"
Weighted Calculation Converged,Yes
