Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,289431.62
Extraction Timestamp,20250727_183622
Monthly Income,"12,000.00"
Total Investment Amount,"1,288,893.68"
Total Investment Final Value,"2,654,821.59"
Total Investment Profit After Tax,"701,415.89"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"6,602.46"
Weighted Cost (should be ~0),-0.27
Weighted Investment Profit,"447,106.05"
Weighted Calculation Converged,Yes
