Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),264
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,782838.80
Extraction Timestamp,20250727_184417
Monthly Income,"12,000.00"
Total Investment Amount,"820,323.68"
Total Investment Final Value,"2,017,777.49"
Total Investment Profit After Tax,"633,864.65"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"10,427.95"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"1,347,676.43"
Weighted Calculation Converged,Yes
