Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,724192.35
Extraction Timestamp,20250727_233816
Monthly Income,"12,000.00"
Total Investment Amount,"753,850.74"
Total Investment Final Value,"1,595,660.25"
Total Investment Profit After Tax,"435,817.47"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"10,075.97"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,126,149.14"
Weighted Calculation Converged,Yes
