Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),216
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,546541.96
Extraction Timestamp,20250727_184205
Monthly Income,"12,000.00"
Total Investment Amount,"718,350.63"
Total Investment Final Value,"1,408,751.38"
Total Investment Profit After Tax,"351,627.87"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"9,204.16"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"873,648.65"
Weighted Calculation Converged,Yes
