Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),132
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,277478.32
Extraction Timestamp,20250727_183539
Monthly Income,"12,000.00"
Total Investment Amount,"134,270.42"
Total Investment Final Value,"190,195.75"
Total Investment Profit After Tax,"26,642.56"
Effective Annual Return After Tax,2.77%
Weighted Monthly Payment (30 years),"8,821.68"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"449,729.28"
Weighted Calculation Converged,Yes
