Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),336
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,387975.85
Extraction Timestamp,20250727_184025
Monthly Income,"12,000.00"
Total Investment Amount,"2,024,913.76"
Total Investment Final Value,"6,725,417.12"
Total Investment Profit After Tax,"2,606,102.96"
Effective Annual Return After Tax,3.87%
Weighted Monthly Payment (30 years),"6,915.26"
Weighted Cost (should be ~0),0.82
Weighted Investment Profit,"1,007,087.06"
Weighted Calculation Converged,Yes
