Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),264
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,707795.57
Extraction Timestamp,20250728_095839
Monthly Income,"12,000.00"
Total Investment Amount,"1,203,252.48"
Total Investment Final Value,"2,681,328.41"
Total Investment Profit After Tax,"774,270.78"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"8,943.65"
Weighted Cost (should be ~0),-0.92
Weighted Investment Profit,"964,746.60"
Weighted Calculation Converged,Yes
