Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),324
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,1005493.61
Extraction Timestamp,20250728_102617
Monthly Income,"12,000.00"
Total Investment Amount,"1,080,783.92"
Total Investment Final Value,"3,531,337.41"
Total Investment Profit After Tax,"1,353,933.82"
Effective Annual Return After Tax,3.95%
Weighted Monthly Payment (30 years),"10,887.84"
Weighted Cost (should be ~0),-0.56
Weighted Investment Profit,"1,807,215.52"
Weighted Calculation Converged,Yes
