Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,403439.93
Extraction Timestamp,20250727_182040
Monthly Income,"12,000.00"
Total Investment Amount,"873,947.32"
Total Investment Final Value,"1,615,253.22"
Total Investment Profit After Tax,"373,388.60"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"7,880.13"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"574,052.09"
Weighted Calculation Converged,Yes
