Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),252
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,579438.36
Extraction Timestamp,20250727_182722
Monthly Income,"12,000.00"
Total Investment Amount,"1,200,993.54"
Total Investment Final Value,"2,616,121.08"
Total Investment Profit After Tax,"736,762.50"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"8,342.77"
Weighted Cost (should be ~0),0.17
Weighted Investment Profit,"823,006.64"
Weighted Calculation Converged,Yes
