Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),156
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,415197.75
Extraction Timestamp,20250727_195408
Monthly Income,"12,000.00"
Total Investment Amount,"298,234.69"
Total Investment Final Value,"437,427.29"
Total Investment Profit After Tax,"67,029.41"
Effective Annual Return After Tax,2.58%
Weighted Monthly Payment (30 years),"9,083.12"
Weighted Cost (should be ~0),0.49
Weighted Investment Profit,"573,765.80"
Weighted Calculation Converged,Yes
