Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),264
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,348348.37
Extraction Timestamp,20250727_185736
Monthly Income,"12,000.00"
Total Investment Amount,"1,591,983.28"
Total Investment Final Value,"3,757,505.54"
Total Investment Profit After Tax,"1,140,359.28"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"6,653.47"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"576,017.55"
Weighted Calculation Converged,Yes
