Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),336
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,336
Total Mortgage Interest,1010040.39
Extraction Timestamp,20250729_041845
Monthly Income,"12,000.00"
Total Investment Amount,"1,719,325.79"
Total Investment Final Value,"5,801,421.76"
Total Investment Profit After Tax,"2,265,283.58"
Effective Annual Return After Tax,3.92%
Weighted Monthly Payment (30 years),"8,245.93"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"1,312,674.78"
Weighted Calculation Converged,Yes
