Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,624317.25
Extraction Timestamp,20250727_194502
Monthly Income,"12,000.00"
Total Investment Amount,"2,072,922.39"
Total Investment Final Value,"7,406,839.13"
Total Investment Profit After Tax,"2,996,787.66"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"7,727.56"
Weighted Cost (should be ~0),-0.08
Weighted Investment Profit,"1,247,077.53"
Weighted Calculation Converged,Yes
