Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),204
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,206848.39
Extraction Timestamp,20250727_183222
Monthly Income,"12,000.00"
Total Investment Amount,"911,074.39"
Total Investment Final Value,"1,824,217.28"
Total Investment Profit After Tax,"463,633.55"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"7,285.92"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"536,926.05"
Weighted Calculation Converged,Yes
