Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,451933.83
Extraction Timestamp,20250729_040730
Monthly Income,"12,000.00"
Total Investment Amount,"599,710.40"
Total Investment Final Value,"1,104,639.85"
Total Investment Profit After Tax,"252,009.29"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"8,019.45"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"560,290.57"
Weighted Calculation Converged,Yes
