Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),216
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,634168.96
Extraction Timestamp,20250727_173320
Monthly Income,"12,000.00"
Total Investment Amount,"521,061.05"
Total Investment Final Value,"1,051,832.27"
Total Investment Profit After Tax,"271,345.05"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"10,223.58"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"1,070,939.81"
Weighted Calculation Converged,Yes
