Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),168
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,407631.51
Extraction Timestamp,20250727_183833
Monthly Income,"12,000.00"
Total Investment Amount,"364,399.50"
Total Investment Final Value,"597,137.11"
Total Investment Profit After Tax,"114,326.14"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"9,120.85"
Weighted Cost (should be ~0),-0.47
Weighted Investment Profit,"651,600.03"
Weighted Calculation Converged,Yes
