Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),300
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,334040.19
Extraction Timestamp,20250727_183758
Monthly Income,"12,000.00"
Total Investment Amount,"1,732,916.95"
Total Investment Final Value,"4,982,602.36"
Total Investment Profit After Tax,"1,761,108.82"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"6,995.09"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"867,083.30"
Weighted Calculation Converged,Yes
