Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),216
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,518865.51
Extraction Timestamp,20250727_195804
Monthly Income,"12,000.00"
Total Investment Amount,"636,364.50"
Total Investment Final Value,"1,317,596.10"
Total Investment Profit After Tax,"348,833.85"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"9,481.66"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"955,635.97"
Weighted Calculation Converged,Yes
