Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,822972.54
Extraction Timestamp,20250729_024149
Monthly Income,"12,000.00"
Total Investment Amount,"2,250,382.34"
Total Investment Final Value,"8,078,307.97"
Total Investment Profit After Tax,"3,273,692.88"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"6,892.12"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"1,069,617.29"
Weighted Calculation Converged,Yes
