Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),192
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,204405.28
Extraction Timestamp,20250727_154540
Monthly Income,"12,000.00"
Total Investment Amount,"900,097.52"
Total Investment Final Value,"1,672,159.10"
Total Investment Profit After Tax,"387,467.46"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"6,916.73"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"403,902.71"
Weighted Calculation Converged,Yes
