Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),324
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,1033411.91
Extraction Timestamp,20250727_184800
Monthly Income,"12,000.00"
Total Investment Amount,"1,108,955.88"
Total Investment Final Value,"3,518,774.98"
Total Investment Profit After Tax,"1,328,894.57"
Effective Annual Return After Tax,3.85%
Weighted Monthly Payment (30 years),"10,892.57"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"1,779,043.88"
Weighted Calculation Converged,Yes
