Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),300
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,547335.14
Extraction Timestamp,20250727_163206
Monthly Income,"12,000.00"
Total Investment Amount,"1,662,523.98"
Total Investment Final Value,"4,526,562.47"
Total Investment Profit After Tax,"1,545,859.48"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"7,751.00"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"937,476.95"
Weighted Calculation Converged,Yes
