Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),240
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,580802.92
Extraction Timestamp,20250727_192327
Monthly Income,"12,000.00"
Total Investment Amount,"957,626.04"
Total Investment Final Value,"2,049,646.53"
Total Investment Profit After Tax,"565,570.22"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"8,956.82"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"922,373.90"
Weighted Calculation Converged,Yes
