Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,414062.50
Extraction Timestamp,20250727_194107
Monthly Income,"12,000.00"
Total Investment Amount,"1,753,937.50"
Total Investment Final Value,"3,932,283.00"
Total Investment Profit After Tax,"1,140,743.93"
Effective Annual Return After Tax,3.26%
Weighted Monthly Payment (30 years),"6,262.65"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"414,062.21"
Weighted Calculation Converged,Yes
