Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),168
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,423724.13
Extraction Timestamp,20250727_170418
Monthly Income,"12,000.00"
Total Investment Amount,"366,815.74"
Total Investment Final Value,"590,727.46"
Total Investment Profit After Tax,"109,743.44"
Effective Annual Return After Tax,2.99%
Weighted Monthly Payment (30 years),"9,144.47"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"649,184.08"
Weighted Calculation Converged,Yes
