Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,325965.28
Extraction Timestamp,20250729_010212
Monthly Income,"12,000.00"
Total Investment Amount,"747,183.03"
Total Investment Final Value,"1,355,445.86"
Total Investment Profit After Tax,"303,143.47"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"7,162.59"
Weighted Cost (should be ~0),-0.26
Weighted Investment Profit,"412,816.71"
Weighted Calculation Converged,Yes
