Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),348
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,972537.71
Extraction Timestamp,20250727_190830
Monthly Income,"12,000.00"
Total Investment Amount,"1,950,073.53"
Total Investment Final Value,"5,801,245.32"
Total Investment Profit After Tax,"2,124,622.50"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"8,891.79"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"1,225,926.43"
Weighted Calculation Converged,Yes
