Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,307722.93
Extraction Timestamp,20250727_154448
Monthly Income,"12,000.00"
Total Investment Amount,"495,951.13"
Total Investment Final Value,"756,034.00"
Total Investment Profit After Tax,"125,940.24"
Effective Annual Return After Tax,2.84%
Weighted Monthly Payment (30 years),"7,823.42"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"376,048.84"
Weighted Calculation Converged,Yes
