Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),324
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,721996.52
Extraction Timestamp,20250727_172018
Monthly Income,"12,000.00"
Total Investment Amount,"1,877,637.43"
Total Investment Final Value,"5,339,278.34"
Total Investment Profit After Tax,"1,889,260.13"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,020.32"
Weighted Cost (should be ~0),-0.73
Weighted Investment Profit,"1,010,361.84"
Weighted Calculation Converged,Yes
