Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,241076.13
Extraction Timestamp,20250729_033247
Monthly Income,"12,000.00"
Total Investment Amount,"60,600.58"
Total Investment Final Value,"108,251.35"
Total Investment Profit After Tax,"23,132.52"
Effective Annual Return After Tax,5.19%
Weighted Monthly Payment (30 years),"8,839.81"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"433,424.12"
Weighted Calculation Converged,Yes
