Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,243045.52
Extraction Timestamp,20250727_172649
Monthly Income,"12,000.00"
Total Investment Amount,"89,636.97"
Total Investment Final Value,"111,396.92"
Total Investment Profit After Tax,"10,044.12"
Effective Annual Return After Tax,1.89%
Weighted Monthly Payment (30 years),"8,520.18"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"350,885.72"
Weighted Calculation Converged,Yes
