Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),5.0
Loan Term (months),96
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,96
Total Mortgage Interest,202083.33
Extraction Timestamp,20250727_181520
Monthly Income,"12,000.00"
Total Investment Amount,"28,093.75"
Total Investment Final Value,"30,249.13"
Total Investment Profit After Tax,953.03
Effective Annual Return After Tax,0.80%
Weighted Monthly Payment (30 years),"8,184.03"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"202,083.15"
Weighted Calculation Converged,Yes
