Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),168
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,494130.95
Extraction Timestamp,20250727_225143
Monthly Income,"12,000.00"
Total Investment Amount,"259,033.44"
Total Investment Final Value,"405,428.04"
Total Investment Profit After Tax,"71,535.30"
Effective Annual Return After Tax,2.81%
Weighted Monthly Payment (30 years),"9,825.51"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"756,967.18"
Weighted Calculation Converged,Yes
