Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),180
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,183308.52
Extraction Timestamp,20250727_224941
Monthly Income,"12,000.00"
Total Investment Amount,"854,638.36"
Total Investment Final Value,"1,501,166.40"
Total Investment Profit After Tax,"321,163.57"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"6,661.56"
Weighted Cost (should be ~0),-0.27
Weighted Investment Profit,"305,361.36"
Weighted Calculation Converged,Yes
