Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),300
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,746818.96
Extraction Timestamp,20250727_172051
Monthly Income,"12,000.00"
Total Investment Amount,"1,554,950.50"
Total Investment Final Value,"4,014,628.16"
Total Investment Profit After Tax,"1,321,480.68"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"8,614.43"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"1,045,049.26"
Weighted Calculation Converged,Yes
