Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),144
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,271558.85
Extraction Timestamp,20250727_225911
Monthly Income,"12,000.00"
Total Investment Amount,"266,792.47"
Total Investment Final Value,"410,567.62"
Total Investment Profit After Tax,"69,501.25"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"8,527.06"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"461,207.24"
Weighted Calculation Converged,Yes
