Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),264
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,402122.33
Extraction Timestamp,20250727_160903
Monthly Income,"12,000.00"
Total Investment Amount,"1,580,514.45"
Total Investment Final Value,"3,670,332.73"
Total Investment Profit After Tax,"1,098,776.35"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"6,828.89"
Weighted Cost (should be ~0),0.75
Weighted Investment Profit,"587,486.30"
Weighted Calculation Converged,Yes
