Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,308397.39
Extraction Timestamp,20250727_191304
Monthly Income,"12,000.00"
Total Investment Amount,"65,715.55"
Total Investment Final Value,"75,448.96"
Total Investment Profit After Tax,"4,388.52"
Effective Annual Return After Tax,1.19%
Weighted Monthly Payment (30 years),"8,968.26"
Weighted Cost (should be ~0),-0.82
Weighted Investment Profit,"404,793.76"
Weighted Calculation Converged,Yes
