Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,237775.69
Extraction Timestamp,20250727_195200
Monthly Income,"12,000.00"
Total Investment Amount,"34,801.21"
Total Investment Final Value,"44,499.24"
Total Investment Profit After Tax,"4,530.71"
Effective Annual Return After Tax,2.14%
Weighted Monthly Payment (30 years),"8,849.01"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"405,198.78"
Weighted Calculation Converged,Yes
