Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,158662.79
Extraction Timestamp,20250727_191005
Monthly Income,"12,000.00"
Total Investment Amount,"493,255.15"
Total Investment Final Value,"758,574.16"
Total Investment Profit After Tax,"128,174.90"
Effective Annual Return After Tax,3.15%
Weighted Monthly Payment (30 years),"7,043.12"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"234,744.79"
Weighted Calculation Converged,Yes
