Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,432701.99
Extraction Timestamp,20250727_171049
Monthly Income,"12,000.00"
Total Investment Amount,"1,201,570.55"
Total Investment Final Value,"2,381,180.32"
Total Investment Profit After Tax,"603,179.98"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"7,331.91"
Weighted Cost (should be ~0),-0.32
Weighted Investment Profit,"534,429.13"
Weighted Calculation Converged,Yes
