Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,625562.68
Extraction Timestamp,20250728_094402
Monthly Income,"12,000.00"
Total Investment Amount,"1,050,014.36"
Total Investment Final Value,"2,134,096.26"
Total Investment Profit After Tax,"558,144.24"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,720.37"
Weighted Cost (should be ~0),0.91
Weighted Investment Profit,"829,986.56"
Weighted Calculation Converged,Yes
