Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,331783.42
Extraction Timestamp,20250727_171037
Monthly Income,"12,000.00"
Total Investment Amount,"1,538,941.86"
Total Investment Final Value,"3,981,825.10"
Total Investment Profit After Tax,"1,302,075.55"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"7,106.05"
Weighted Cost (should be ~0),0.64
Weighted Investment Profit,"773,058.78"
Weighted Calculation Converged,Yes
