Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,476178.15
Extraction Timestamp,20250727_182029
Monthly Income,"12,000.00"
Total Investment Amount,"367,292.96"
Total Investment Final Value,"638,834.43"
Total Investment Profit After Tax,"134,921.52"
Effective Annual Return After Tax,3.26%
Weighted Monthly Payment (30 years),"9,600.82"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"792,706.63"
Weighted Calculation Converged,Yes
