Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),252
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,660854.48
Extraction Timestamp,20250727_184324
Monthly Income,"12,000.00"
Total Investment Amount,"1,225,365.85"
Total Investment Final Value,"2,549,765.18"
Total Investment Profit After Tax,"685,784.33"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"8,476.00"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"798,634.36"
Weighted Calculation Converged,Yes
