Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),264
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,570024.61
Extraction Timestamp,20250727_171144
Monthly Income,"12,000.00"
Total Investment Amount,"1,370,307.05"
Total Investment Final Value,"3,120,561.08"
Total Investment Profit After Tax,"918,664.85"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,004.68"
Weighted Cost (should be ~0),-0.27
Weighted Investment Profit,"797,692.68"
Weighted Calculation Converged,Yes
