Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,722549.50
Extraction Timestamp,20250727_184904
Monthly Income,"12,000.00"
Total Investment Amount,"1,543,408.40"
Total Investment Final Value,"4,039,444.05"
Total Investment Profit After Tax,"1,342,798.52"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"8,580.57"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"1,056,590.85"
Weighted Calculation Converged,Yes
