Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),360
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,617410.45
Extraction Timestamp,20250727_174012
Monthly Income,"12,000.00"
Total Investment Amount,"2,285,414.99"
Total Investment Final Value,"7,795,544.41"
Total Investment Profit After Tax,"3,085,063.03"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"7,197.54"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"1,034,584.71"
Weighted Calculation Converged,Yes
